localId,TalkerId,Type,SubType,IsSender,CreateTime,Status,StrContent,StrTime,Remark,NickName,Sender
14147,121,10000,0,0,1729733881,2,"""Jack 岑""邀请你加入了群聊，群聊参与人还有：fucheng、小易、yh、大雨、鳅、王艺诺、YCarmar、杨政昊 Harry、季、霞大大、Artree、Figo、自动华、幸福阳光、four.、aLfred_IN、大面金、郑从杰、几个派大果、廖洋 Younge、赚钱买鸡窝、品晨、Yang.、研硕、Sherry、Gu Yi、CC、铁人不需要休息、Augety、刘海丰、盛湛源、ArthurHan🙃、安稳、杉杉",2024-10-24 09:38:01,,,
14152,121,10000,0,0,1729734053,2,"""four.""邀请""林继锐""加入了群聊",2024-10-24 09:40:53,,,
14153,121,10000,0,0,1729734053,2,"""林继锐""与群里其他人都不是朋友关系，请注意隐私安全",2024-10-24 09:40:53,,,
14169,121,10000,0,0,1729734173,2,"""four.""邀请""0xDHStormh""加入了群聊",2024-10-24 09:42:53,,,
14181,121,10000,0,0,1729734211,2,"""four.""邀请""白华君OldWhitE""加入了群聊",2024-10-24 09:43:31,,,
14186,121,10000,0,0,1729734238,2,"""岑思诺 26日签到""邀请""小明""加入了群聊",2024-10-24 09:43:58,,,
14214,121,10000,0,0,1729734528,2,"""four.""邀请""Mi""加入了群聊",2024-10-24 09:48:48,,,
14261,121,10000,0,0,1729735197,2,"""大雨""邀请""薯片""加入了群聊",2024-10-24 09:59:57,,,
14262,121,10000,0,0,1729735197,2,"""薯片""与群里其他人都不是朋友关系，请注意隐私安全",2024-10-24 09:59:57,,,
14265,121,10000,0,0,1729735220,2,"""大雨""邀请""杜晋华""加入了群聊",2024-10-24 10:00:20,,,
14281,121,10000,0,0,1729735320,2,"""岑思诺 26日签到""邀请""叁北""加入了群聊",2024-10-24 10:02:00,,,
14282,121,10000,0,0,1729735320,2,"""叁北""与群里其他人都不是朋友关系，请注意隐私安全",2024-10-24 10:02:00,,,
14293,121,10000,0,0,1729735699,2,"""four.""邀请""zh-CN""加入了群聊",2024-10-24 10:08:19,,,
